id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,state
LCC0819,0,0,4,1,5,1,3,1,0,0,4,1,6,1,3,1,0,0,5,1,7,1,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
MPM0220,4,1,11,5,10,4,7,1,4,1,11,5,10,4,7,1,18,4,33,13,34,14,20,9,4,1,4,1,3,1,5,1,4,1,2,1,4,1,5,1,1
JDB0169,0,0,9,4,9,3,0,0,0,0,9,4,9,4,0,0,0,0,27,10,27,7,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0
MDH0580,0,0,5,1,4,1,2,1,0,0,5,1,4,1,2,1,0,0,5,1,6,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
WXH0872,0,0,4,1,4,1,2,1,0,0,4,1,4,1,2,1,0,0,7,1,9,1,4,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,0
GCL0016,0,0,3,1,2,1,0,0,0,0,3,1,2,1,1,1,0,0,10,1,6,2,3,1,0,0,3,1,2,1,0,0,0,0,1,1,2,1,2,1,0
DAL0673,0,0,3,1,3,1,0,0,0,0,3,1,3,1,0,0,0,0,8,1,8,1,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
CEJ0109,0,0,4,1,5,1,1,1,0,0,4,1,5,1,1,1,0,0,5,1,7,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
BAL0044,5,1,4,1,3,1,5,1,5,1,4,1,3,1,5,1,26,2,15,1,14,3,22,4,5,1,5,2,3,1,5,1,5,1,4,1,3,1,5,1,0
IUB0565,0,0,4,1,6,1,0,0,0,0,4,1,6,1,0,0,0,0,5,1,6,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
AMR0318,0,0,3,1,2,1,1,1,0,0,2,1,2,1,1,1,0,0,9,1,7,1,0,0,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,0
CAB0614,0,0,3,1,4,1,0,0,0,0,3,1,4,1,0,0,0,0,11,3,10,1,0,0,0,0,3,1,2,1,0,0,0,0,2,1,2,1,0,0,0
EHD0584,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,7,1,0,0,0,0,0,0,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1
SNC0187,0,0,3,1,2,1,1,1,0,0,2,1,2,1,1,1,0,0,27,22,27,27,19,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
IBB0359,4,1,11,5,12,5,7,1,4,1,11,5,12,5,7,1,22,8,19,1,13,1,21,3,5,1,5,1,4,1,5,1,5,1,4,1,4,1,5,1,0
AJD0074,0,0,2,1,3,1,0,0,0,0,2,1,3,1,0,0,0,0,11,1,11,6,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
QJR0688,0,0,3,1,3,1,3,1,0,0,3,1,3,1,3,1,0,0,11,1,11,1,7,1,0,0,2,1,2,1,1,1,0,0,1,1,2,1,2,1,0
RDT0424,0,0,3,1,3,1,0,0,0,0,3,1,3,1,1,1,0,0,10,1,10,1,0,0,0,0,3,1,2,1,1,1,0,0,1,1,2,1,2,1,0
RLG0856,0,0,2,1,4,1,2,1,0,0,2,1,4,1,2,1,0,0,9,1,7,1,6,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
MOS0047,4,1,6,1,8,1,5,1,4,1,6,1,8,1,5,1,18,8,17,1,13,1,26,3,4,1,5,2,3,1,5,1,4,1,3,1,3,1,5,1,1
RSM0277,0,0,3,1,3,1,0,0,0,0,3,1,3,1,0,0,0,0,7,1,10,1,0,0,0,0,3,2,2,1,0,0,0,0,1,1,2,1,0,0,0
IIW0249,0,0,9,4,9,5,5,1,0,0,9,4,10,5,5,1,0,0,5,1,8,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0
HVF0067,0,0,4,1,4,1,0,0,0,0,4,1,4,1,1,1,0,0,13,1,13,3,1,1,0,0,2,1,2,1,1,1,0,0,1,1,2,1,2,1,0
HWW0436,0,0,3,1,4,1,2,1,0,0,3,1,4,1,2,1,0,0,10,1,11,2,7,1,1,1,3,1,2,1,1,1,1,1,2,1,2,1,1,1,0
MVB0515,0,0,3,1,3,1,0,0,0,0,3,1,3,1,0,0,0,0,14,2,15,8,0,0,0,0,2,1,3,1,0,0,0,0,1,1,3,1,0,0,0
IJM0444,0,0,3,1,3,1,0,0,0,0,3,1,3,1,0,0,0,0,16,8,15,6,0,0,1,1,3,1,2,1,1,1,1,1,2,1,2,1,0,0,0
CIM0271,0,0,3,1,4,1,0,0,0,0,3,1,4,1,0,0,0,0,12,1,11,1,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
KCO0122,0,0,3,1,4,1,4,1,0,0,3,1,4,1,4,1,0,0,9,1,13,1,11,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,2,1,0
NAF0326,0,0,4,1,5,1,0,0,0,0,4,1,5,1,0,0,0,0,14,2,14,2,0,0,0,0,4,1,2,1,0,0,0,0,2,1,3,1,0,0,0
KLH0596,0,0,0,0,0,0,9,9,0,0,0,0,0,0,9,9,0,0,0,0,0,0,27,27,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1
RMW0542,0,0,6,1,6,1,0,0,0,0,5,1,6,1,1,1,0,0,6,1,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
JHP0583,0,0,4,1,4,1,2,1,0,0,4,1,4,1,2,1,0,0,10,1,12,1,7,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,3,1,0
QRM0739,0,0,9,4,9,5,0,0,0,0,9,4,9,5,0,0,0,0,27,9,27,10,0,0,0,0,2,1,1,1,0,0,0,0,1,1,2,1,0,0,0
ESH0283,0,0,2,1,3,1,2,2,0,0,1,1,3,1,2,1,0,0,27,27,27,27,27,27,0,0,2,1,1,1,1,1,0,0,1,1,1,1,2,1,0
WBC0192,0,0,3,1,2,1,0,0,0,0,3,1,2,1,0,0,0,0,11,3,11,3,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
VSA0230,0,0,2,1,2,1,1,1,0,0,2,1,2,1,1,1,0,0,9,5,10,3,6,1,0,0,3,1,2,1,1,1,0,0,1,1,1,1,2,1,0
BRS0734,0,0,3,1,4,1,0,0,0,0,2,1,4,1,0,0,0,0,27,27,27,27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
NKP0236,0,0,2,1,2,1,0,0,0,0,2,1,2,1,0,0,0,0,11,1,8,3,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,1,0
IBB0696,0,0,3,1,4,1,0,0,0,0,3,1,4,1,0,0,0,0,8,1,10,1,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
ABC0174,0,0,7,1,5,1,0,0,0,0,7,1,5,1,0,0,0,0,7,1,7,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,1
XWD0923,0,0,4,1,4,1,2,1,0,0,4,1,4,1,2,1,0,0,27,5,27,27,27,3,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0
RHO0732,0,0,4,1,4,1,2,1,0,0,4,1,4,1,2,1,0,0,8,1,12,1,5,1,1,1,3,1,2,1,1,1,1,1,2,1,2,1,1,1,0
JNJ0556,0,0,9,3,10,6,1,1,0,0,9,3,10,6,1,1,0,0,27,7,27,19,7,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0
AIB0948,0,0,9,4,9,5,0,0,0,0,9,4,9,5,0,0,0,0,11,2,9,2,0,0,0,0,4,2,2,1,0,0,0,0,2,1,3,1,0,0,0
MCD0125,0,0,2,1,2,1,1,1,0,0,2,1,2,1,1,1,0,0,13,5,16,7,8,8,0,0,3,1,2,1,1,1,0,0,1,1,1,1,2,1,0
EMW0772,0,0,1,1,2,1,0,0,0,0,1,1,2,1,0,0,0,0,5,2,8,1,0,0,0,0,2,1,1,1,0,0,0,0,1,1,2,1,0,0,0
PDH0716,0,0,4,1,3,1,0,0,0,0,4,1,3,1,0,0,0,0,12,2,12,2,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
MBJ0312,0,0,5,2,5,1,0,0,0,0,5,1,5,1,0,0,0,0,10,1,9,1,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
AJH0175,0,0,3,1,3,1,0,0,0,0,3,1,3,1,0,0,0,0,8,1,9,1,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
KBG0549,0,0,2,1,2,1,0,0,0,0,2,1,2,1,1,1,0,0,9,1,12,4,1,1,0,0,3,1,2,1,0,0,0,0,1,1,2,1,2,1,0
MPT0376,0,0,3,1,3,1,0,0,0,0,3,1,3,1,0,0,0,0,11,1,12,2,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
CQH0701,0,0,3,1,2,1,0,0,0,0,3,1,2,1,0,0,0,0,8,2,8,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0
HDS0367,4,1,5,1,4,1,4,1,4,1,5,1,4,1,4,1,23,8,14,1,17,1,24,9,4,1,4,1,5,1,4,1,4,1,4,1,4,1,4,1,0
EGD0132,0,0,3,1,8,1,0,0,0,0,3,1,8,1,1,1,0,0,5,1,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
VTT0385,0,0,9,4,9,4,0,0,0,0,9,4,9,4,0,0,0,0,5,1,4,1,0,0,0,0,2,1,1,1,0,0,0,0,1,1,2,1,0,0,0
TSR0676,0,0,4,1,3,1,0,0,0,0,4,1,3,1,0,0,0,0,7,1,9,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0
KCS0173,0,0,3,1,3,1,0,0,0,0,3,1,3,1,0,0,0,0,6,1,7,1,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
CCA0046,4,1,4,1,5,1,5,1,4,1,4,1,5,1,5,1,16,9,15,1,20,2,22,7,4,1,4,1,3,1,5,1,4,1,3,1,4,1,5,1,1
PMV0850,0,0,3,1,3,1,2,1,0,0,3,1,3,1,2,1,0,0,8,1,9,1,8,1,0,0,2,1,2,1,1,1,0,0,1,1,1,1,2,1,0
SGM0021,0,0,5,2,5,1,0,0,0,0,5,2,5,1,0,0,0,0,14,2,12,2,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0
VSS0154,0,0,4,1,4,1,1,1,0,0,4,1,5,1,1,1,0,0,5,1,7,2,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
IKR0401,0,0,3,1,7,1,2,1,0,0,3,1,7,1,2,1,0,0,5,1,5,1,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
FTM0406,8,8,1,1,0,0,8,8,8,8,1,1,0,0,8,8,0,0,0,0,0,0,20,20,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
RAR0725,0,0,4,1,5,1,0,0,0,0,4,1,5,1,0,0,0,0,5,1,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
MLM0950,0,0,4,1,4,1,1,1,0,0,4,1,4,1,1,1,0,0,13,1,15,2,2,2,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,1,0
HPH0075,0,0,8,3,9,4,0,0,0,0,8,3,9,4,0,0,0,0,26,7,27,17,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0
VMJ0546,0,0,3,1,5,1,0,0,0,0,3,1,5,1,1,1,0,0,19,2,17,8,5,3,0,0,2,1,1,1,0,0,0,0,0,0,1,1,1,1,0
OLW0689,0,0,4,1,4,1,3,1,0,0,4,1,4,1,3,1,0,0,10,1,11,1,9,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0
HRL0540,0,0,9,2,10,4,9,2,0,0,9,2,10,4,9,2,0,0,10,1,9,1,11,1,0,0,2,1,2,1,1,1,0,0,0,0,1,1,2,1,0
BIS0247,0,0,2,1,2,1,0,0,0,0,2,1,2,1,0,0,0,0,9,1,12,2,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
PNL0301,0,0,3,1,7,1,0,0,0,0,3,1,7,2,1,1,0,0,5,1,8,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
ANM0123,0,0,1,1,2,1,1,1,0,0,1,1,2,1,1,1,0,0,8,8,5,2,7,7,0,0,2,1,2,1,1,1,0,0,1,1,1,1,2,1,0
CAS0507,0,0,3,1,4,1,1,1,0,0,3,1,4,1,1,1,0,0,27,27,27,27,24,24,1,1,3,1,2,1,1,1,1,1,1,1,2,1,0,0,0
JDC0030,0,0,2,1,2,1,1,1,0,0,2,1,2,1,1,1,0,0,12,1,11,1,7,1,0,0,2,1,2,1,1,1,0,0,1,1,1,1,2,1,0
NWT0098,0,0,6,1,5,1,0,0,0,0,6,1,5,1,0,0,0,0,5,1,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
PAD0773,0,0,2,1,2,1,0,0,0,0,2,1,2,1,0,0,0,0,27,27,27,27,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
BQS0525,0,0,6,2,7,5,0,0,0,0,6,2,7,5,0,0,0,0,2,1,5,1,0,0,0,0,2,1,1,1,0,0,0,0,1,1,2,1,0,0,0
BTR0403,0,0,3,1,3,1,1,1,0,0,3,1,3,1,2,1,0,0,8,1,12,1,7,1,0,0,3,1,2,1,2,1,0,0,1,1,1,1,3,1,0
DLM0051,0,0,9,4,10,4,0,0,0,0,9,4,9,4,0,0,0,0,27,10,27,8,0,0,0,0,3,2,2,1,0,0,0,0,1,1,2,1,0,0,0
AHM0410,0,0,3,1,3,1,0,0,0,0,3,1,3,1,1,1,0,0,16,2,17,6,1,1,0,0,3,1,2,1,1,1,0,0,1,1,2,1,2,1,0
CHM0821,0,0,2,1,3,1,2,1,0,0,2,1,3,1,2,1,0,0,11,1,12,3,8,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,3,1,0
JRG0207,7,7,0,0,0,0,7,1,7,7,0,0,0,0,7,1,9,9,0,0,0,0,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AVM0947,0,0,10,4,10,4,0,0,0,0,10,4,9,5,0,0,0,0,24,12,26,9,0,0,0,0,2,1,1,1,0,0,0,0,1,1,2,1,0,0,0
HSB0196,0,0,9,3,9,5,3,1,0,0,9,3,9,5,4,1,0,0,27,7,27,18,13,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,2,1,0
BRM0995,0,0,9,2,10,4,9,2,0,0,9,2,10,4,9,2,0,0,5,1,8,1,5,1,0,0,2,1,2,1,1,1,0,0,1,1,1,1,2,1,0
HRB0351,0,0,2,1,2,1,0,0,0,0,2,1,2,1,1,1,0,0,27,23,27,24,4,4,0,0,3,1,2,1,0,0,0,0,1,1,2,1,2,1,0
PMC0328,0,0,4,1,4,1,1,1,0,0,4,1,4,1,1,1,0,0,7,1,9,1,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0
ILJ0526,0,0,3,1,3,1,0,0,0,0,2,1,3,1,0,0,0,0,11,2,13,2,0,0,0,0,3,1,3,1,0,0,0,0,2,1,3,1,0,0,0
DFH0188,0,0,3,1,3,1,1,1,0,0,3,1,3,1,1,1,0,0,27,27,27,27,27,1,0,0,3,1,2,1,1,1,0,0,1,1,1,1,2,1,0
SJO0209,0,0,2,1,2,1,0,0,0,0,2,1,2,1,0,0,0,0,12,2,10,1,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
NGC0058,0,0,2,1,2,1,2,1,0,0,2,1,2,1,2,1,0,0,9,1,9,1,6,1,0,0,2,1,2,1,1,1,0,0,1,1,2,1,3,1,0
EDB0714,0,0,4,1,6,1,0,0,0,0,4,1,6,1,0,0,0,0,8,1,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
HFB0347,0,0,2,1,2,1,0,0,0,0,2,1,2,1,1,1,0,0,27,23,27,22,12,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
TNM0961,0,0,5,1,4,1,0,0,0,0,5,1,4,1,0,0,0,0,6,1,5,1,0,0,0,0,3,2,2,1,0,0,0,0,1,1,2,1,0,0,1
CQW0652,0,0,3,1,4,1,4,1,0,0,3,1,4,1,4,1,0,0,5,1,8,1,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
HJS0072,0,0,2,1,3,1,0,0,0,0,2,1,3,1,1,1,0,0,7,1,7,2,4,4,0,0,2,1,1,1,0,0,0,0,1,1,1,1,1,1,0
XHW0498,0,0,4,1,5,1,0,0,0,0,4,1,5,1,0,0,0,0,6,1,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
DIB0081,0,0,5,1,4,2,0,0,0,0,5,1,4,2,0,0,0,0,15,2,16,2,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
BSS0369,4,1,10,4,11,4,6,1,4,1,10,4,11,5,6,1,17,1,17,2,12,2,20,3,4,1,4,1,3,1,5,1,4,1,3,1,4,1,5,1,1
AAF0535,0,0,3,1,5,1,0,0,0,0,3,1,6,1,0,0,0,0,5,1,7,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
HDH0928,0,0,3,1,4,1,2,1,0,0,3,1,4,1,2,1,0,0,12,1,13,1,13,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
HXL0968,0,0,5,1,4,1,0,0,0,0,4,1,4,1,0,0,0,0,7,1,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
MOH0273,0,0,10,4,9,4,0,0,0,0,10,3,9,4,0,0,0,0,27,9,27,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
NMS0280,0,0,2,1,2,1,0,0,0,0,2,1,2,1,1,1,0,0,8,3,10,1,4,4,0,0,2,1,1,1,1,1,0,0,1,1,1,1,2,1,0
BBS0422,0,0,2,1,2,1,1,1,0,0,1,1,2,1,1,1,0,0,12,2,14,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,0
AOK0844,0,0,3,1,4,1,2,1,0,0,3,1,4,1,2,1,0,0,14,1,11,1,8,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,0
ESJ0670,0,0,3,1,2,1,0,0,0,0,3,1,2,1,0,0,0,0,27,22,27,23,0,0,0,0,2,1,1,1,0,0,0,0,1,1,2,1,0,0,0
KRL0501,0,0,5,1,4,1,0,0,0,0,5,1,4,1,0,0,0,0,7,1,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
MKW0441,0,0,4,1,3,1,0,0,0,0,4,1,3,1,0,0,0,0,8,1,7,1,0,0,1,1,2,1,2,1,1,1,1,1,1,1,2,1,0,0,0
BEH0615,0,0,4,1,3,1,0,0,0,0,3,1,3,1,0,0,0,0,9,1,7,1,0,0,0,0,3,1,2,1,0,0,0,0,2,1,3,1,0,0,0
JMD0520,0,0,4,1,4,1,2,1,0,0,4,1,4,1,2,1,0,0,12,1,14,3,12,2,1,1,3,1,2,1,1,1,1,1,2,1,3,1,1,1,0
GHH0288,0,0,3,1,6,1,1,1,0,0,3,1,6,1,1,1,0,0,10,1,11,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,0
NOB0181,0,0,2,1,4,1,1,1,0,0,2,1,4,1,1,1,0,0,12,2,12,4,9,1,0,0,3,1,2,1,1,1,0,0,1,1,1,1,2,1,0
CAA0612,0,0,2,1,2,1,0,0,0,0,2,1,2,1,0,0,0,0,11,3,12,8,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0
BRB0355,0,0,3,1,4,1,0,0,0,0,3,1,4,1,0,0,0,0,8,1,8,1,0,0,0,0,3,1,2,1,0,0,0,0,1,1,2,1,0,0,0
RRC0553,0,0,3,1,2,1,0,0,0,0,3,1,2,1,0,0,0,0,27,25,27,27,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,1,1,0
TDS0984,0,0,2,1,2,1,0,0,0,0,2,1,2,1,0,0,0,0,27,27,27,24,0,0,0,0,3,1,2,1,0,0,0,0,2,1,3,1,0,0,0
LRR0148,0,0,3,1,4,1,0,0,0,0,3,1,4,1,0,0,0,0,9,1,10,1,0,0,0,0,3,2,2,1,0,0,0,0,1,1,2,1,0,0,0
CLB0774,0,0,9,4,9,5,4,3,0,0,9,4,9,5,4,3,0,0,25,6,26,11,18,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
JDF0593,0,0,9,3,9,5,8,1,0,0,9,3,9,5,8,1,0,0,7,1,9,1,3,1,1,1,3,1,2,1,2,1,1,1,2,1,1,1,2,1,0
CGB0637,0,0,4,1,5,1,4,1,0,0,4,1,5,1,4,1,0,0,12,1,11,2,13,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0
BJM0111,0,0,9,3,9,5,7,1,0,0,9,2,9,5,7,1,0,0,26,4,24,17,23,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,2,1,0
KWE0082,0,0,4,1,4,1,0,0,0,0,4,1,4,1,0,0,0,0,13,1,13,4,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0
JCR0172,0,0,2,1,2,1,0,0,0,0,2,1,2,1,0,0,0,0,11,1,11,2,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0
ATE0869,0,0,2,1,3,1,0,0,0,0,2,1,3,1,0,0,0,0,10,1,9,1,0,0,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,1,0
IBS0836,0,0,4,1,4,1,2,1,0,0,4,1,4,1,2,1,0,0,8,1,9,1,7,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,2,1,0
